date,datatype,station,attributes,value
2023-01-03T00:00:00,TMIN,GHCND:USC00049219,",,7,1600",50
2023-01-03T00:00:00,TOBS,GHCND:USC00049219,",,7,1600",67
2023-01-03T00:00:00,TAVG,GHCND:USR0000CBAR,",,U,",63
2023-01-03T00:00:00,TMAX,GHCND:USR0000CBAR,"H,,U,",94
2023-01-03T00:00:00,TMIN,GHCND:USR0000CBAR,"H,,U,",50
2023-01-03T00:00:00,TAVG,GHCND:USR0000CBIR,",,U,",51
2023-01-03T00:00:00,TMAX,GHCND:USR0000CBIR,"H,,U,",61
2023-01-03T00:00:00,TMIN,GHCND:USR0000CBIR,"H,,U,",44
2023-01-03T00:00:00,TAVG,GHCND:USR0000CBKD,",,U,",48
2023-01-03T00:00:00,TMAX,GHCND:USR0000CBKD,"H,,U,",83
2023-01-03T00:00:00,TMIN,GHCND:USR0000CBKD,"H,,U,",28
2023-01-03T00:00:00,TAVG,GHCND:USR0000CBRI,",,U,",44
2023-01-03T00:00:00,TMAX,GHCND:USR0000CBRI,"H,,U,",67
2023-01-03T00:00:00,TMIN,GHCND:USR0000CBRI,"H,,U,",28
2023-01-03T00:00:00,TAVG,GHCND:USR0000COKN,",,U,",47
2023-01-03T00:00:00,TMAX,GHCND:USR0000COKN,"H,,U,",89
2023-01-03T00:00:00,TMIN,GHCND:USR0000COKN,"H,,U,",28
2023-01-03T00:00:00,TAVG,GHCND:USR0000COKS,",,U,",53
2023-01-03T00:00:00,TMAX,GHCND:USR0000COKS,"H,,U,",83
2023-01-03T00:00:00,TMIN,GHCND:USR0000COKS,"H,,U,",33
2023-01-03T00:00:00,TAVG,GHCND:USR0000CPUL,",,U,",90
2023-01-03T00:00:00,TMAX,GHCND:USR0000CPUL,"H,,U,",128
2023-01-03T00:00:00,TMIN,GHCND:USR0000CPUL,"H,,U,",72
2023-01-03T00:00:00,TAVG,GHCND:USR0000CSVA,",,U,",78
2023-01-03T00:00:00,TMAX,GHCND:USR0000CSVA,"H,,U,",106
2023-01-03T00:00:00,TMIN,GHCND:USR0000CSVA,"H,,U,",56
2023-01-03T00:00:00,TAVG,GHCND:USR0000CTRA,",,U,",54
2023-01-03T00:00:00,TMAX,GHCND:USR0000CTRA,"H,,U,",72
2023-01-03T00:00:00,TMIN,GHCND:USR0000CTRA,"H,,U,",22
2023-01-03T00:00:00,TAVG,GHCND:USR0000CWOO,",,U,",52
2023-01-03T00:00:00,TMAX,GHCND:USR0000CWOO,"H,,U,",78
2023-01-03T00:00:00,TMIN,GHCND:USR0000CWOO,"H,,U,",39
2023-01-03T00:00:00,AWND,GHCND:USW00023230,",,W,",34
2023-01-03T00:00:00,PRCP,GHCND:USW00023230,",,W,2400",0
2023-01-03T00:00:00,TMAX,GHCND:USW00023230,",,W,2400",128
2023-01-03T00:00:00,TMIN,GHCND:USW00023230,",,W,2400",72
2023-01-03T00:00:00,WDF2,GHCND:USW00023230,",,W,",70
2023-01-03T00:00:00,WDF5,GHCND:USW00023230,",,W,",70
2023-01-03T00:00:00,WSF2,GHCND:USW00023230,",,W,",72
2023-01-03T00:00:00,WSF5,GHCND:USW00023230,",,W,",85
2023-01-03T00:00:00,ADPT,GHCND:USW00023234,",,W,",83
2023-01-03T00:00:00,ASLP,GHCND:USW00023234,",,W,",10149
2023-01-03T00:00:00,ASTP,GHCND:USW00023234,",,W,",10142
2023-01-03T00:00:00,AWBT,GHCND:USW00023234,",,W,",94
2023-01-03T00:00:00,AWND,GHCND:USW00023234,",,W,",30
2023-01-03T00:00:00,PRCP,GHCND:USW00023234,",,W,2400",0
2023-01-03T00:00:00,RHAV,GHCND:USW00023234,",,W,",84
2023-01-03T00:00:00,RHMN,GHCND:USW00023234,",,W,",77
2023-01-03T00:00:00,RHMX,GHCND:USW00023234,",,W,",89
2023-01-03T00:00:00,TAVG,GHCND:USW00023234,"H,,S,",103
2023-01-03T00:00:00,TMAX,GHCND:USW00023234,",,W,2400",128
2023-01-03T00:00:00,TMIN,GHCND:USW00023234,",,W,2400",89
2023-01-03T00:00:00,WDF2,GHCND:USW00023234,",,W,",30
2023-01-03T00:00:00,WDF5,GHCND:USW00023234,",,W,",30
2023-01-03T00:00:00,WSF2,GHCND:USW00023234,",,W,",76
2023-01-03T00:00:00,WSF5,GHCND:USW00023234,",,W,",76
2023-01-03T00:00:00,WT01,GHCND:USW00023234,",,W,",1
2023-01-03T00:00:00,WT08,GHCND:USW00023234,",,W,",1
2023-01-03T00:00:00,ADPT,GHCND:USW00023254,",,W,",56
2023-01-03T00:00:00,ASLP,GHCND:USW00023254,",,W,",10146
2023-01-03T00:00:00,ASTP,GHCND:USW00023254,",,W,",10142
2023-01-03T00:00:00,AWBT,GHCND:USW00023254,",,W,",61
2023-01-03T00:00:00,AWND,GHCND:USW00023254,",,W,",26
2023-01-03T00:00:00,PRCP,GHCND:USW00023254,"T,,W,2400",0
2023-01-03T00:00:00,RHAV,GHCND:USW00023254,",,W,",92
2023-01-03T00:00:00,RHMN,GHCND:USW00023254,",,W,",89
2023-01-03T00:00:00,RHMX,GHCND:USW00023254,",,W,",96
2023-01-03T00:00:00,TAVG,GHCND:USW00023254,"H,,S,",68
2023-01-03T00:00:00,TMAX,GHCND:USW00023254,",,W,2400",78
2023-01-03T00:00:00,TMIN,GHCND:USW00023254,",,W,2400",56
2023-01-03T00:00:00,WDF2,GHCND:USW00023254,",,W,",20
2023-01-03T00:00:00,WDF5,GHCND:USW00023254,",,W,",20
2023-01-03T00:00:00,WSF2,GHCND:USW00023254,",,W,",58
2023-01-03T00:00:00,WSF5,GHCND:USW00023254,",,W,",85
2023-01-03T00:00:00,WT01,GHCND:USW00023254,",,W,",1
2023-01-03T00:00:00,PRCP,GHCND:USW00023272,",,W,2400",0
2023-01-03T00:00:00,TMAX,GHCND:USW00023272,",,W,2400",122
2023-01-03T00:00:00,TMIN,GHCND:USW00023272,",,W,2400",72
2023-01-03T00:00:00,ADPT,GHCND:USW00093227,",,W,",56
2023-01-03T00:00:00,ASLP,GHCND:USW00093227,",,W,",10146
2023-01-03T00:00:00,ASTP,GHCND:USW00093227,",,W,",10135
2023-01-03T00:00:00,AWBT,GHCND:USW00093227,",,W,",72
2023-01-03T00:00:00,AWND,GHCND:USW00093227,",,W,",47
2023-01-03T00:00:00,PRCP,GHCND:USW00093227,",,W,2400",3
2023-01-03T00:00:00,RHAV,GHCND:USW00093227,",,W,",79
2023-01-03T00:00:00,RHMN,GHCND:USW00093227,",,W,",74
2023-01-03T00:00:00,RHMX,GHCND:USW00093227,",,W,",86
2023-01-03T00:00:00,TMAX,GHCND:USW00093227,",,W,2400",106
2023-01-03T00:00:00,TMIN,GHCND:USW00093227,",,W,2400",78
2023-01-03T00:00:00,WDF2,GHCND:USW00093227,",,W,",60
2023-01-03T00:00:00,WDF5,GHCND:USW00093227,",,W,",70
2023-01-03T00:00:00,WSF2,GHCND:USW00093227,",,W,",89
2023-01-03T00:00:00,WSF5,GHCND:USW00093227,",,W,",125
2023-01-03T00:00:00,WT01,GHCND:USW00093227,",,W,",1
2023-01-03T00:00:00,WT08,GHCND:USW00093227,",,W,",1
2023-01-03T00:00:00,ADPT,GHCND:USW00093228,",,W,",72
2023-01-03T00:00:00,ASLP,GHCND:USW00093228,",,W,",10156
2023-01-03T00:00:00,ASTP,GHCND:USW00093228,",,W,",10129
2023-01-03T00:00:00,AWBT,GHCND:USW00093228,",,W,",83
2023-01-03T00:00:00,AWND,GHCND:USW00093228,",,W,",42
2023-01-03T00:00:00,PRCP,GHCND:USW00093228,",,W,2400",0
2023-01-03T00:00:00,RHAV,GHCND:USW00093228,",,W,",84
2023-01-03T00:00:00,RHMN,GHCND:USW00093228,",,W,",77
2023-01-03T00:00:00,RHMX,GHCND:USW00093228,",,W,",90
2023-01-03T00:00:00,TAVG,GHCND:USW00093228,"H,,S,",91
2023-01-03T00:00:00,TMAX,GHCND:USW00093228,",,W,2400",122
2023-01-03T00:00:00,TMIN,GHCND:USW00093228,",,W,2400",78
2023-01-03T00:00:00,WDF2,GHCND:USW00093228,",,W,",50
2023-01-03T00:00:00,WDF5,GHCND:USW00093228,",,W,",70
2023-01-03T00:00:00,WSF2,GHCND:USW00093228,",,W,",72
2023-01-03T00:00:00,WSF5,GHCND:USW00093228,",,W,",94
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0001,",,N,0700",64
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0003,",,N,0801",58
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0004,",,N,0700",51
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0011,",,N,0900",236
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0012,",,N,0700",89
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0024,",,N,0800",58
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0025,",,N,0754",76
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0030,",,N,0700",86
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0034,",,N,0800",81
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0039,",,N,0800",76
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0050,",,N,0800",84
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0052,",,N,0805",130
2023-01-04T00:00:00,PRCP,GHCND:US1CAAL0060,",,N,0700",20
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0001,",,N,0700",71
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0004,",,N,0800",76
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0006,",,N,0700",79
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0010,",,N,0730",94
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0018,",,N,0700",69
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0025,",,N,0700",74
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0028,",,N,0800",84
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0031,",,N,0411",8
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0037,",,N,0530",56
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0040,",,N,0630",66
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0045,",,N,0700",61
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0046,",,N,0700",71
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0050,",,N,0710",53
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0052,",,N,0900",104
2023-01-04T00:00:00,PRCP,GHCND:US1CACC0053,",,N,0800",109
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0002,",,N,0700",137
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0004,",,N,0900",203
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0005,",,N,0730",124
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0013,",,N,0700",150
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0016,",,N,0700",91
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0024,",,N,0800",185
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0025,",,N,0800",165
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0026,",,N,0700",124
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0031,",,N,0800",168
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0032,",,N,0700",183
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0040,",,N,0700",150
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0045,",,N,0800",124
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0049,",,N,0700",114
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0053,",,N,0800",122
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0054,",,N,0700",114
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0055,",,N,0700",25
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0058,",,N,0700",109
2023-01-04T00:00:00,PRCP,GHCND:US1CAMR0060,",,N,0830",140
2023-01-04T00:00:00,PRCP,GHCND:US1CASF0004,",,N,0000",335
2023-01-04T00:00:00,PRCP,GHCND:US1CASF0014,",,N,0800",94
2023-01-04T00:00:00,PRCP,GHCND:US1CASF0017,",,N,0700",64
2023-01-04T00:00:00,PRCP,GHCND:US1CASF0020,",,N,0800",94
2023-01-04T00:00:00,PRCP,GHCND:US1CASF0021,",,N,0700",58
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0001,",,N,0800",74
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0005,",,N,0000",279
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0006,",,N,0800",46
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0007,",,N,0900",53
2023-01-04T00:00:00,SNOW,GHCND:US1CASM0007,",,N,0900",0
2023-01-04T00:00:00,SNWD,GHCND:US1CASM0007,",,N,0900",0
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0009,",,N,0700",38
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0013,",,N,0700",79
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0022,",,N,1200",140
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0025,",,N,0700",46
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0033,",,N,0700",66
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0038,",,N,0700",43
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0039,",,N,0800",71
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0044,",,N,0700",43
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0045,",,N,0830",41
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0046,",,N,0700",46
2023-01-04T00:00:00,PRCP,GHCND:US1CASM0047,",,N,1430",56
2023-01-04T00:00:00,PRCP,GHCND:US1CASO0003,",,N,0700",18
2023-01-04T00:00:00,PRCP,GHCND:US1CASO0006,",,N,0700",74
2023-01-04T00:00:00,PRCP,GHCND:US1CASO0010,",,N,0700",71
2023-01-04T00:00:00,TMAX,GHCND:USC00040693,",,7,0800",150
2023-01-04T00:00:00,TMIN,GHCND:USC00040693,",,7,0800",94
2023-01-04T00:00:00,PRCP,GHCND:USC00043244,",,7,1600",56
2023-01-04T00:00:00,TMAX,GHCND:USC00043244,",,7,1600",139
2023-01-04T00:00:00,TMIN,GHCND:USC00043244,",,7,1600",61
2023-01-04T00:00:00,TOBS,GHCND:USC00043244,",,7,1600",139
2023-01-04T00:00:00,PRCP,GHCND:USC00043714,",,7,1600",64
2023-01-04T00:00:00,TMAX,GHCND:USC00043714,",,7,1600",156
2023-01-04T00:00:00,TMIN,GHCND:USC00043714,",,7,1600",78
2023-01-04T00:00:00,TOBS,GHCND:USC00043714,",,7,1600",156
2023-01-04T00:00:00,PRCP,GHCND:USC00044500,",,7,1600",224
2023-01-04T00:00:00,TMAX,GHCND:USC00044500,",,7,1600",128
2023-01-04T00:00:00,TMIN,GHCND:USC00044500,",,7,1600",67
2023-01-04T00:00:00,TOBS,GHCND:USC00044500,",,7,1600",128
2023-01-04T00:00:00,PRCP,GHCND:USC00045915,",,7,0800",132
2023-01-04T00:00:00,SNOW,GHCND:USC00045915,",,7,",0
2023-01-04T00:00:00,SNWD,GHCND:USC00045915,",,7,",0
2023-01-04T00:00:00,TMAX,GHCND:USC00045915,",,7,0800",106
2023-01-04T00:00:00,TMIN,GHCND:USC00045915,",,7,0800",61
2023-01-04T00:00:00,TOBS,GHCND:USC00045915,",,7,0800",106
2023-01-04T00:00:00,PRCP,GHCND:USC00046336,",,7,2400",373
2023-01-04T00:00:00,TMAX,GHCND:USC00046336,",,7,2400",156
2023-01-04T00:00:00,TMIN,GHCND:USC00046336,",,7,2400",83
2023-01-04T00:00:00,TOBS,GHCND:USC00046336,",,7,2400",111
2023-01-04T00:00:00,PRCP,GHCND:USC00047339,",,7,2400",302
2023-01-04T00:00:00,TMAX,GHCND:USC00047339,",,7,2400",156
2023-01-04T00:00:00,TMIN,GHCND:USC00047339,",,7,2400",67
2023-01-04T00:00:00,TOBS,GHCND:USC00047339,",,7,2400",133
2023-01-04T00:00:00,PRCP,GHCND:USC00047880,",,7,2400",396
2023-01-04T00:00:00,TMAX,GHCND:USC00047880,",,7,2400",144
2023-01-04T00:00:00,TMIN,GHCND:USC00047880,",,7,2400",72
2023-01-04T00:00:00,TOBS,GHCND:USC00047880,",,7,2400",122
2023-01-04T00:00:00,PRCP,GHCND:USC00049185,",,7,0600",411
2023-01-04T00:00:00,PRCP,GHCND:USC00049219,",,7,1600",127
2023-01-04T00:00:00,TMAX,GHCND:USC00049219,",,7,1600",144
2023-01-04T00:00:00,TMIN,GHCND:USC00049219,",,7,1600",67
2023-01-04T00:00:00,TOBS,GHCND:USC00049219,",,7,1600",128
2023-01-04T00:00:00,TAVG,GHCND:USR0000CBAR,",,U,",98
2023-01-04T00:00:00,TMAX,GHCND:USR0000CBAR,"H,,U,",128
2023-01-04T00:00:00,TMIN,GHCND:USR0000CBAR,"H,,U,",61
2023-01-04T00:00:00,TAVG,GHCND:USR0000CBIR,",,U,",88
2023-01-04T00:00:00,TMAX,GHCND:USR0000CBIR,"H,,U,",117
2023-01-04T00:00:00,TMIN,GHCND:USR0000CBIR,"H,,U,",56
2023-01-04T00:00:00,TAVG,GHCND:USR0000CBKD,",,U,",89
2023-01-04T00:00:00,TMAX,GHCND:USR0000CBKD,"H,,U,",117
2023-01-04T00:00:00,TMIN,GHCND:USR0000CBKD,"H,,U,",44
2023-01-04T00:00:00,TAVG,GHCND:USR0000CBRI,",,U,",87
2023-01-04T00:00:00,TMAX,GHCND:USR0000CBRI,"H,,U,",128
2023-01-04T00:00:00,TMIN,GHCND:USR0000CBRI,"H,,U,",44
2023-01-04T00:00:00,TAVG,GHCND:USR0000COKN,",,U,",89
2023-01-04T00:00:00,TMAX,GHCND:USR0000COKN,"H,,U,",117
2023-01-04T00:00:00,TMIN,GHCND:USR0000COKN,"H,,U,",50
2023-01-04T00:00:00,TAVG,GHCND:USR0000COKS,",,U,",98
2023-01-04T00:00:00,TMAX,GHCND:USR0000COKS,"H,,U,",128
2023-01-04T00:00:00,TMIN,GHCND:USR0000COKS,"H,,U,",61
2023-01-04T00:00:00,TAVG,GHCND:USR0000CPUL,",,U,",112
2023-01-04T00:00:00,TMAX,GHCND:USR0000CPUL,"H,,U,",144
2023-01-04T00:00:00,TMIN,GHCND:USR0000CPUL,"H,,U,",72
2023-01-04T00:00:00,TAVG,GHCND:USR0000CSVA,",,U,",106
2023-01-04T00:00:00,TMAX,GHCND:USR0000CSVA,"H,,U,",133
2023-01-04T00:00:00,TMIN,GHCND:USR0000CSVA,"H,,U,",78
2023-01-04T00:00:00,TAVG,GHCND:USR0000CTRA,",,U,",92
2023-01-04T00:00:00,TMAX,GHCND:USR0000CTRA,"H,,U,",122
2023-01-04T00:00:00,TMIN,GHCND:USR0000CTRA,"H,,U,",56
2023-01-04T00:00:00,TAVG,GHCND:USR0000CWOO,",,U,",84
2023-01-04T00:00:00,TMAX,GHCND:USR0000CWOO,"H,,U,",111
2023-01-04T00:00:00,TMIN,GHCND:USR0000CWOO,"H,,U,",50
2023-01-04T00:00:00,AWND,GHCND:USW00023230,",,W,",76
2023-01-04T00:00:00,PRCP,GHCND:USW00023230,",,W,2400",356
2023-01-04T00:00:00,TMAX,GHCND:USW00023230,",,W,2400",150
2023-01-04T00:00:00,TMIN,GHCND:USW00023230,",,W,2400",89
2023-01-04T00:00:00,WDF2,GHCND:USW00023230,",,W,",130
2023-01-04T00:00:00,WDF5,GHCND:USW00023230,",,W,",130
2023-01-04T00:00:00,WSF2,GHCND:USW00023230,",,W,",148
2023-01-04T00:00:00,WSF5,GHCND:USW00023230,",,W,",259
2023-01-04T00:00:00,WT01,GHCND:USW00023230,",,W,",1
2023-01-04T00:00:00,ADPT,GHCND:USW00023234,",,W,",106
2023-01-04T00:00:00,ASLP,GHCND:USW00023234,",,W,",10068
2023-01-04T00:00:00,ASTP,GHCND:USW00023234,",,W,",10058
2023-01-04T00:00:00,AWBT,GHCND:USW00023234,",,W,",117
2023-01-04T00:00:00,AWND,GHCND:USW00023234,",,W,",82
2023-01-04T00:00:00,PRCP,GHCND:USW00023234,",,W,2400",419
2023-01-04T00:00:00,RHAV,GHCND:USW00023234,",,W,",84
2023-01-04T00:00:00,RHMN,GHCND:USW00023234,",,W,",67
2023-01-04T00:00:00,RHMX,GHCND:USW00023234,",,W,",93
2023-01-04T00:00:00,TAVG,GHCND:USW00023234,"H,,S,",116
2023-01-04T00:00:00,TMAX,GHCND:USW00023234,",,W,2400",167
2023-01-04T00:00:00,TMIN,GHCND:USW00023234,",,W,2400",94
2023-01-04T00:00:00,WDF2,GHCND:USW00023234,",,W,",150
2023-01-04T00:00:00,WDF5,GHCND:USW00023234,",,W,",150
2023-01-04T00:00:00,WSF2,GHCND:USW00023234,",,W,",192
2023-01-04T00:00:00,WSF5,GHCND:USW00023234,",,W,",268
2023-01-04T00:00:00,WT01,GHCND:USW00023234,",,W,",1
2023-01-04T00:00:00,WT03,GHCND:USW00023234,",,W,",1
2023-01-04T00:00:00,WT08,GHCND:USW00023234,",,W,",1
2023-01-04T00:00:00,ADPT,GHCND:USW00023254,",,W,",94
2023-01-04T00:00:00,ASLP,GHCND:USW00023254,",,W,",10061
2023-01-04T00:00:00,ASTP,GHCND:USW00023254,",,W,",10047
2023-01-04T00:00:00,AWBT,GHCND:USW00023254,",,W,",106
2023-01-04T00:00:00,AWND,GHCND:USW00023254,",,W,",42
2023-01-04T00:00:00,PRCP,GHCND:USW00023254,",,W,2400",373
2023-01-04T00:00:00,RHAV,GHCND:USW00023254,",,W,",87
2023-01-04T00:00:00,RHMN,GHCND:USW00023254,",,W,",72
2023-01-04T00:00:00,RHMX,GHCND:USW00023254,",,W,",100
2023-01-04T00:00:00,TAVG,GHCND:USW00023254,"H,,S,",96
2023-01-04T00:00:00,TMAX,GHCND:USW00023254,",,W,2400",167
2023-01-04T00:00:00,TMIN,GHCND:USW00023254,",,W,2400",67
2023-01-04T00:00:00,WDF2,GHCND:USW00023254,",,W,",210
2023-01-04T00:00:00,WDF5,GHCND:USW00023254,",,W,",210
2023-01-04T00:00:00,WSF2,GHCND:USW00023254,",,W,",134
2023-01-04T00:00:00,WSF5,GHCND:USW00023254,",,W,",179
2023-01-04T00:00:00,WT01,GHCND:USW00023254,",,W,",1
2023-01-04T00:00:00,PRCP,GHCND:USW00023272,",,W,2400",269
2023-01-04T00:00:00,TMAX,GHCND:USW00023272,",,W,2400",156
2023-01-04T00:00:00,TMIN,GHCND:USW00023272,",,W,2400",89
2023-01-04T00:00:00,ADPT,GHCND:USW00093227,",,W,",89
2023-01-04T00:00:00,ASLP,GHCND:USW00093227,",,W,",10061
2023-01-04T00:00:00,ASTP,GHCND:USW00093227,",,W,",10047
2023-01-04T00:00:00,AWBT,GHCND:USW00093227,",,W,",106
2023-01-04T00:00:00,AWND,GHCND:USW00093227,",,W,",72
2023-01-04T00:00:00,PRCP,GHCND:USW00093227,",,W,2400",269
2023-01-04T00:00:00,RHAV,GHCND:USW00093227,",,W,",79
2023-01-04T00:00:00,RHMN,GHCND:USW00093227,",,W,",69
2023-01-04T00:00:00,RHMX,GHCND:USW00093227,",,W,",87
2023-01-04T00:00:00,TMAX,GHCND:USW00093227,",,W,2400",161
2023-01-04T00:00:00,TMIN,GHCND:USW00093227,",,W,2400",94
2023-01-04T00:00:00,WDF2,GHCND:USW00093227,",,W,",140
2023-01-04T00:00:00,WDF5,GHCND:USW00093227,",,W,",130
2023-01-04T00:00:00,WSF2,GHCND:USW00093227,",,W,",165
2023-01-04T00:00:00,WSF5,GHCND:USW00093227,",,W,",237
2023-01-04T00:00:00,WT01,GHCND:USW00093227,",,W,",1
2023-01-04T00:00:00,WT08,GHCND:USW00093227,",,W,",1
2023-01-04T00:00:00,ADPT,GHCND:USW00093228,",,W,",100
2023-01-04T00:00:00,ASLP,GHCND:USW00093228,",,W,",10081
2023-01-04T00:00:00,ASTP,GHCND:USW00093228,",,W,",10047
2023-01-04T00:00:00,AWBT,GHCND:USW00093228,",,W,",111
2023-01-04T00:00:00,AWND,GHCND:USW00093228,",,W,",65
2023-01-04T00:00:00,PRCP,GHCND:USW00093228,",,W,2400",231
2023-01-04T00:00:00,RHAV,GHCND:USW00093228,",,W,",81
2023-01-04T00:00:00,RHMN,GHCND:USW00093228,",,W,",65
2023-01-04T00:00:00,RHMX,GHCND:USW00093228,",,W,",93
2023-01-04T00:00:00,TAVG,GHCND:USW00093228,"H,,S,",116
2023-01-04T00:00:00,TMAX,GHCND:USW00093228,",,W,2400",167
2023-01-04T00:00:00,TMIN,GHCND:USW00093228,",,W,2400",83
2023-01-04T00:00:00,WDF2,GHCND:USW00093228,",,W,",130
2023-01-04T00:00:00,WDF5,GHCND:USW00093228,",,W,",120
2023-01-04T00:00:00,WSF2,GHCND:USW00093228,",,W,",143
2023-01-04T00:00:00,WSF5,GHCND:USW00093228,",,W,",233
2023-01-04T00:00:00,WT01,GHCND:USW00093228,",,W,",1
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0001,",,N,0700",455
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0003,",,N,0900",226
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0004,",,N,0700",272
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0006,",,N,0700",462
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0012,",,N,0700",97
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0024,",,N,0700",236
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0025,",,N,0706",295
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0030,",,N,0700",432
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0034,",,N,0800",335
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0039,",,N,0800",300
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0050,",,N,0800",216
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0052,",,N,0815",295
2023-01-05T00:00:00,PRCP,GHCND:US1CAAL0060,",,N,0700",351
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0001,",,N,0700",556
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0004,",,N,0800",508
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0006,",,N,0700",622
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0010,",,N,0800",617
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0018,",,N,0700",333
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0025,",,N,0700",650
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0028,",,N,0800",325
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0031,",,N,0418",561
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0037,",,N,0530",259
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0040,",,N,0630",363
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0045,",,N,0700",257
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0046,",,N,0700",216
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0050,",,N,0710",224
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0052,",,N,0900",246
2023-01-05T00:00:00,PRCP,GHCND:US1CACC0053,",,N,0800",351
2023-01-05T00:00:00,PRCP,GHCND:US1CAMR0002,",,N,0700",447
2023-01-05T00:00:00,PRCP,GHCND:US1CAMR0005,",,N,0800",475
2023-01-05T00:00:00,PRCP,GHCND:US1CAMR0013,",,N,0700",272
2023-01-05T00:00:00,PRCP,GHCND:US1CAMR0016,",,N,0700",284
2023-01-05T00:00:00,PRCP,GHCND:US1CAMR0024,",,N,0800",584
